author,year,journal,citation,table_figure,source_id
"Brodeur, R.D.; Pearcy, W.G.",1990,NA,"Brodeur, R.D.; Pearcy, W.G. 1990. Trophic relations of juvenile pacific salmon off the Oregon and Washington coast. Fish. Bull. 88(4):617-636.",NA,77
"Brodeur, R.D.",1991,NA,"Brodeur, R.D. 1991. Ontogenetic variations in the type and size of prey consumed by juvenile coho, <i>Oncorhynchus kisutch</i>, and chinook, <i>O. tshawytscha</i>, salmon. Environ. Biol. Fishes 30(3):303-315.",NA,75
"Johnson, J.; Johnson, E.",1981,NA,"Johnson, J.; Johnson, E. 1981. Feeding periodicity and diel variation in diet composition of subyearling coho salmon, <i>Oncorhynchus kisutch</i>, and steelhead, <i>Salmo gairdneri</i> in a small stream during summer. Fish. Bull. 79(2):370-376.",NA,345
"Pidgeon, R.W.J.",1981,NA,"Pidgeon, R.W.J. 1981. Diet and growth of rainbow trout, <i>Salmo gairdneri</i> Richardson in two streams on the New England Tableland, New South Wales. Aust. J. Mar. Freshwat. Res. 32:967-974.",NA,615
"Wurtsbaugh, W.A.; Brocksen, R.W.; Goldman, C.R.",1975,NA,"Wurtsbaugh, W.A.; Brocksen, R.W.; Goldman, C.R. 1975. Food and distribution of underyearling brook and rainbow trout in Castle Lake, California. Trans. Am. Fish. Soc. 104(1):88-95.",NA,813
"Carlson, H.R.",1974,NA,"Carlson, H.R. 1974. Food of juvenile sockeye salmon, <i>Oncorhynchus nerka</i>, in the inshore coastal waters of Bristol Bay, Alaska, 1966-67. Fish. Bull. 74(2):458-462.",NA,99
"Carlson, H.R.",1976,NA,"Carlson, H.R. 1976. Foods of juvenile sockeye salmon, <i>Oncorhynchus nerka</i>, in the inshore coastal waters of Bristol Bay, Alaska, 1966-67. NOAA Fish. Bull. 74(2):458-462.",NA,100
"Sobolevskii, E.I.; Senchenko, I.A.",1996,NA,"Sobolevskii, E.I.; Senchenko, I.A. 1996. The spatial structure and trophic connections of abundant pelagic fish of Eastern Kamchatka in the Autumn and Winter. J. Ichthyol. 36(1):30-39.",NA,692
"Jude, D.J.; Tesar, F.J.; Deboe, S.F.; Miller, T.J.",1987,NA,"Jude, D.J.; Tesar, F.J.; Deboe, S.F.; Miller, T.J. 1987. Diet and selection of major prey species by Lake Michigan salmonids, 1973-1982. Trans. Am. Fish. Soc. 116(5):677-691.",NA,348
"Winemiller, K.O.; Kelso-Winemiller, L.C.",2003,NA,"Winemiller, K.O.; Kelso-Winemiller, L.C. 2003. Food habits of tilapiine cichlids of the Upper Zambezi River and floodplain during the descending phase of the hydrologic cycle. J. Fish Biol. 63(1):120-128.",NA,807
"Kelley, D.W.",1968,NA,"Kelley, D.W. 1968. Fishery development in the central Barotse flood plain. FAO No. TA 2554.",NA,362
"Jiménez-Badillo, M.L.; Nepita-Villanueva, M.R.",2000,NA,"Jiménez-Badillo, M.L.; Nepita-Villanueva, M.R. 2000. Espectro trófico de la tilapia <i>Oreochromis aureus</i> (Perciformes: Cichlidae) en la presa Infiernillo, Michoacán-Guerrero, México. Rev. Biol. Trop. 48(2-3):487-494.",NA,342
"Plisnier, P.D.; Micha, J.C.; Frank, V.",1988,NA,"Plisnier, P.D.; Micha, J.C.; Frank, V. 1988. Biologie et exploitation des poissons du lac Ihema (bassin Akagera, Rwanda). Presses Universitaires, Namur.",NA,620
"Mwanyama, N.C.",1992,NA,"Mwanyama, N.C. 1992. Feeding and fecundity of the Chambo species. Chambo Fisheries Research Project Workshop. GOM/FAO/UNDP Project. MLW/86/013.",NA,538
"Tokranov, A.M.; Maksimenkov, V.V.",1995,NA,"Tokranov, A.M.; Maksimenkov, V.V. 1995. Feeding habits of predatory fishes in the Bol'shaya River estuary (West Kamchatka). J. Ichthyol. 35(9):102-112.",NA,737
"Strel'nikova, A.P.; Ivanova, M.N.",1982,NA,"Strel'nikova, A.P.; Ivanova, M.N. 1982. Feeding of smelt, <i>Osmerus eperlanus</i> (Osmeridae), in early ontogenesis in the Rybinsk Reservoir. J. Ichthyol. 22(3):48-54.",NA,709
"Foltz, J.W.",1977,NA,"Foltz, J.W. 1977. Food habits and feeding chronology of rainbow smelt, <i>Osmerus mordax</i>, in Lake Michigan. Fish. Bull. 75(3):637-640.",NA,212
"King, R.P.",1988,NA,"King, R.P. 1988. New observations on the trophic ecology of <i>Liza grandisquamis</i> (Valenciennes, 1836) (Pisces: Mugilidae) in the bonny river, Niger Delta, Nigeria. Cybium 12(1):23-36.",NA,367
"Gritsenko, O.F.",2002,NA,"Gritsenko, O.F. 2002. Diadromous fishes of Sakhalin (Systematics, ecology, fisheries). Moscow, VNIRO Publishing, 248 p.",NA,263
"Egorova, M.N.",1952,NA,"Egorova, M.N. 1952. Materials on the feeding of Ussuri catfish (<i>Liocassis ussuriensis</i> Dyb.) and Herzenstein's catfish (<i>Liocassis herzensteini</i> Berg) in Amur River basin. Trudy Amurskoi Ikhtiologicheskoi Ekspeditsii. Vol. 3. P. 449-490.",NA,184
"Jansen, W.A.; Mackay, W.C.",1992,NA,"Jansen, W.A.; Mackay, W.C. 1992. Foraging in yellow perch, <i>Perca flavescens</i>: biological and physical factors affecting diel periodicity in feeding, consumption, and movement. Environ. Biol. Fishes 34:287-303.",NA,334
"Keast, A.",1977,NA,"Keast, A. 1977. Diet overlaps and feeding relationships between the year classes in the yellow perch (<i>Perca flavensces</i>). Environ. Biol. Fishes 2(1):53-70.",NA,357
"Ferriz, R.A.",1989,NA,"Ferriz, R.A. 1989. Alimentacion de <i>Percichthys colhuapiensis</i> (Mac Donagh, 1955) y <i>P. trucha</i> (Girard 1854) (Osteichthyes, Percichthyidae), en el embaise Ramos Mexia, Provincia del Neuquen, Argentina. Iheringia. Sér. Zool., Porto Alegre (69) :109-116.",NA,206
"Gray, R.H.; Dauble, D.D.",1979,NA,"Gray, R.H.; Dauble, D.D. 1979. Biology of the sand roller in the central Columbia River. Trans. Am. Fish. Soc. 108(6):646-649.",NA,256
"Odum, O.; Anuta, M.",2001,NA,"Odum, O.; Anuta, M. 2001. The food and feeding habits of <i>Phractolaemus anosrgii</i> (Boulenger) from Warri River, Nigeria. J. Aquat. Sci. 16(1):18-21.",NA,586
"Greger, P.D.; Deacon, J.E.",1987,NA,"Greger, P.D.; Deacon, J.E. 1987. Diel food utilization by woundfin, <i>Plagopterus argentissimus</i>, in Virgin River, Arizona. Environ. Biol. Fishes 19(1):73-77.",NA,261
"Gibson, R.N.; Robb, L.",1996,NA,"Gibson, R.N.; Robb, L. 1996. Piscine predation on juvenile fishes on a Scottish sandy beach. J. Fish Biol. 49(1):120-138.",NA,238
"Hertling, H.",1928,NA,"Hertling, H. 1928. Untersuchungen über die Ernährung von Meeresfischen (Quantitative Nahrungsuntersuchungen an Pleuronektiden und eingewanderten Fischen der Ostsee). Ber. d. wiss. Kom. f. Meeresforsch. 4(2).",NA,294
"Costa, M.J.",1988,NA,"Costa, M.J. 1988. Écologie alimentaire des poissons de l'estuarie du Tage. Cybium 12(4):301-320.",NA,128
"Jewett, S.C.; Feder, H.M.",1980,NA,"Jewett, S.C.; Feder, H.M. 1980. Autumn food of adult starry flounders, <i>Platichthys stellatus</i>, from the northeastern Bering Sea and the southeastern Chukchi Sea. J. Cons. Int. Explor. Mer. 39(1):7-14.",NA,341
"Tokranov, A.M.; Maksimenkov, V.V.",1994,NA,"Tokranov, A.M.; Maksimenkov, V.V. 1994. Feeding of the starry flounder, <i>Platichthys stellatus</i>, in the Bol'shaya River estuary (western Kamchatka). J. Ichthyol. 34(1):76-83.",NA,736
"Olund, L.J.; Cross, F.B.",1961,NA,"Olund, L.J.; Cross, F.B. 1961. Geographic variation in the North American cyprinid fish, <i>Hybopsis gracilis</i>. Univ. Kansas Pub. Mus. Natur. Hist. 13(7):323-348.",NA,593
"Dankwa, H.R.",2003,NA,"Dankwa, H.R. 2003. Biology of <i>Polypterus senegalus</i> (Pisces, Polyteridae) in the Pru River, Ghana. p. 23-24. In M.L.D. Palomares, B. Samb, T. Diouf, J.M. Vakily and D. Pauly (eds.) Fish biodiversity: local studies as basis for global inferences. ACP-EU Fish. Res. Rep. 14: 281p.",NA,142
"Thompson, G.E.; Davies, R.W.",1976,NA,"Thompson, G.E.; Davies, R.W. 1976. Observations on the age, growth, reproduction, and feeding of mountain whitefish (<i>Prosopium williamsoni</i>) in the Sheep River, Alberta. Trans. Am. Fish. Soc. 2:208-219.",NA,730
"Hortle, M.E.; White, R.W.G.",1980,NA,"Hortle, M.E.; White, R.W.G. 1980. Diet of <i>Pseudaphritis urvillii</i> (Cuvier & Valenciennes) (Pisces: Bovichthyidae) from South-eastern Tasmania. Aust. J. Mar. Freshwat. Res. 31:533-539.",NA,309
"Goulding, M.",1980,NA,"Goulding, M. 1980. The fishes and the forest: explorations in Amazonian natural history. University of California Press, Berkeley. 280 p.",NA,253
"Mukhacheva, V.A.",1950,NA,"Mukhacheva, V.A. 1950. Biology of stone moroko (<i>Pseudorasbora parva</i> Schlegel). Trudy Amurskoi Ikhtiologicheskoi Ekspedotsii 1945-1949 gg. Vol. 1. P.",NA,530
"Kondur, L.V.",1979,NA,"Kondur, L.V. 1979. The food of the shovelnose sturgeon <i>Pseudoscaphirhynchus kaufmanni</i>, of the Vakhsh river. J. Ichthyol. 19(5):155-158.",NA,407
"Nico, L.G.",1990,NA,"Nico, L.G. 1990. Feeding chronology of juvenile piranhas, <i>Pygocentrus notatus</i>, in the Venezuelan Llanos. Environ. Biol. Fishes 29(1):51-57.",NA,558
"Minckley, W.L.; Deacon, J.E.",1959,NA,"Minckley, W.L.; Deacon, J.E. 1959. Biology of the flathead catfish in Kansas. Trans. Am. Fish. Soc. 88(4):344-355.",NA,493
"Blaber, S.J.M.",1984,NA,"Blaber, S.J.M. 1984. The diet, food selectivity and niche of <i>Rhabdosargus sarba</i> (Teleostei: Sparidae) in Natal estuaries. S. Afr. J. Zool.19(3):241-246.",NA,62
"Kütter, M.T.; de Azevedo Bemvenuti, M.; Moresco, A.",2009,NA,"Kütter, M.T.; de Azevedo Bemvenuti, M.; Moresco, A. 2009. Feeding strategy of the jundiá <i>Rhamdia quelen</i> (Siluriformes, Heptapteridae) in costal lagoons of southern Brazil. Maringá 31(1):41-47.",NA,416
"Salini, J.P.; Blaber, S.J.; Brewer, D.T.",1992,NA,"Salini, J.P.; Blaber, S.J.; Brewer, D.T. 1992. Diets of sharks from estuaries and adjacent waters of the north-eastern Gulf of Carpentaria, Australia. Aust. J. Mar. Freshwat. Res. 43(1):87-96.",NA,663
"Belova, L.N.",1986,NA,"Belova, L.N. 1986. Long-term feeding changes of vobla, <i>Rutilus rutilus caspicus</i>. J. Ichthyol. 26(3):50-56.",NA,56
"Reyes-Marchant, P.; Cravinho, A.; Lair, N.",1992,NA,"Reyes-Marchant, P.; Cravinho, A.; Lair, N. 1992. Food and feeding behavior of roach (<i>Rutilus rutilus</i>, Linné 1758)) juveniles in relation to morphological change. J. Appl. Ichthyol. 8(1-4):77-89.",NA,648
"Tsunikova, Y.P.",1969,NA,"Tsunikova, Y.P. 1969. Feeding and growth of young of the roach <i>Rutilus rutilus heckeli</i> Nord. in the Kuban' estuaries. Prob. Ichthyol. 9(4):555-563.",NA,741
"Zadorina, V.M.",1989,NA,"Zadorina, V.M. 1989. Importance of adult insects in the diet of young trout and salmon. J. Ichthyol. 29(1):49-55.",NA,825
"Keeley, E.R.; Grant, J.W.A.",1997,NA,"Keeley, E.R.; Grant, J.W.A. 1997. Allometry of diet selectivity in juvenile Atlantic salmon (<i>Salmo salar</i>). Can. J. Fish. Aquat. Sci. 54(8):1894-1902.",NA,361
"Lyse, A.A.; Stefansson, S.O.; Fernö, A.",1998,NA,"Lyse, A.A.; Stefansson, S.O.; Fernö, A. 1998. Behaviour and diet of sea trout post-smolts in a Norwegian fjord system. J. Fish Biol. 52(5):923-936.",NA,439
"Yevsin, V.N.; Ivanov, N.O.",1979,NA,"Yevsin, V.N.; Ivanov, N.O. 1979. The summer feeding of brown trout, <i>Salmo trutta</i>, in the Pulon'ga river (Kola Peninsula). J. Ichthyol. 19(6):122-127.",NA,819
"Kreivi, P.; Muotka, T.; Huusko, A.; Mäki-Petäys, A.; Huhta, A.; Meissner, K.",1999,NA,"Kreivi, P.; Muotka, T.; Huusko, A.; Mäki-Petäys, A.; Huhta, A.; Meissner, K. 1999. Diel feeding periodicity, daily ration and prey selectivity in juvenile brown trout in a subarctic river. J. Fish Biol. 55(3):553-571.",NA,412
"Horton, A.",1961,NA,"Horton, A. 1961. The bionomics of brown trout in a Dartmoor stream. J. Anim. Ecol. 30:311-338.",NA,310
"Morton, W.M.",1982,NA,"Morton, W.M. 1982. Comparative catches and food habits of dolly varden and arctic chars, <i>Salvelinus malma</i> and <i>S. alpinus</i>, at Karluk, Alaska, in 1939-1941. Environ. Biol. Fishes 7(1):7-28.",NA,514
"Wilhelm, F.M.; Parker, B.R.; Schindler, D.W.; Donald, D.B.",1999,NA,"Wilhelm, F.M.; Parker, B.R.; Schindler, D.W.; Donald, D.B. 1999. Seasonal food habits of bull trout from a small alpine lake in the Canadian rocky mountains. Trans. Am. Fish. Soc. 128(6):1176-1192.",NA,795
"Sever, T.M.; Bayhan, B.; Taskavak, E.",2005,NA,"Sever, T.M.; Bayhan, B.; Taskavak, E. 2005. A preliminary study on the feeding regime of European pilchard (<i>Sardina pilchardus Walbaum 1792</i>) in Izmir Bay, Turkey, Eastern Aegean Sea. NAGA, WorldFish Center Quarterly, Vol. 28, No. 3 & 4, Jul-Dec 2005.",NA,676
"Papa, R.D.S.; Pagulayan, R.C.; Pagulayan, E.E.J.",2008,NA,"Papa, R.D.S.; Pagulayan, R.C.; Pagulayan, E.E.J. 2008. Zooplanktivory in the endemic freshwater sardine, <i>Sardinella tawilis</i> (Herre 1927) of Taal Lake, the Philippines. Zool. Stud. 47(5):535-543.",NA,605
"Ugwumba, A.A.A.; Adebishi, A.",1992,NA,"Ugwumba, A.A.A.; Adebishi, A. 1992. The food and feeding ecology of <i>Sarotherodon melanotheron</i> (Ruppell) in a small freshwater reservoir in Ibadan, Nigeria. Arch. Hydrobiol. 124(3):367-382.",NA,749
"Modde, T.; Schmulbach, J.C.",1977,NA,"Modde, T.; Schmulbach, J.C. 1977. Food and feeding behavior of the shovelnose sturgeon, <i>Scaphirhynchus platorynches</i>, in the unchannelized Missouri River, South Dakota. Trans. Am. Fish. Soc. 106(6):602-608.",NA,509
"Agarwal, N.K.; Bahuguna, S.N.; Badola, S.P.",1990,NA,"Agarwal, N.K.; Bahuguna, S.N.; Badola, S.P. 1990. Seasonal variation in the gut contents of a snow-trout (<i>Schizothoraichthys progastus</i> McClelland) from the River Ganga in Garwal Himalaya. Indian J. Anim. Sci. 60(6):750-752.",NA,14
"Rojas-Beltran, R.",1989,NA,"Rojas-Beltran, R. 1989. Quelques aspects de l'ecologie alimentaire de trois mâchoirans (Teleostei, Siluriformes, Ariidae) de la Guyane. Cybium 13(2):181-187.",NA,653
"Kido, M.H.",1996,NA,"Kido, M.H. 1996. Diet and food selection in the endemic Hawaiian amphidromous goby, <i>Sicyopterus stimpsoni</i> (Pisces: Gobiidae). Environ. Biol. Fishes 45(2):199-209.",NA,364
"Omarov, O.P.; Popova, O.A.",1985,NA,"Omarov, O.P.; Popova, O.A. 1985. Feeding behavior of pike, <i>Esox lucius</i> and catfish, <i>Silurus glanis</i>, in the Arakum Reservoirs of Dagestan. J. Ichthyol. 25(1):25-36.",NA,596
"Teixeira, R.L.; Musick, J.A.",1995,NA,"Teixeira, R.L.; Musick, J.A. 1995. Trophic ecology of two congeneric pipefishes (Syngnathidae) of the lower York River, Virginia. Environ. Biol. Fishes 43(3):295-309.",NA,721
"Yatabary, N.T.",1983,NA,"Yatabary, N.T. 1983. Contribution to the study of the diet of <i>Synodontis schall</i>(Bloch-Schneider, 1801) in the Central Delta of the Niger river. Rev. Hydrobiol. Trop. 16(3):277-286.",NA,818
"Pikuleva, V.A.",1952,NA,"Pikuleva, V.A. 1952. Feeding of yellow catfish (<i>Pseudobagrus fulvidraco</i> Rich.) and Brazhnikov's catfish (<i>Liocassis brashnikovi</i> Berg) in the Amur River basin. Trudy Amurskoi Ikhtiologicheskoi Ekspeditsii 1945-1949 gg. Vol. 3. P. 435-448.",NA,617
"Moula, G.",1992,NA,"Moula, G. 1992. Studies on some biological aspects of hilsa. Paper presented at the National Workshop on Hilsa Fishery Development and Management. Fisheries Research Institute, Riverine Station, Chandpur, February 1992. 12 p.",NA,526
"Scott, A.",1985,NA,"Scott, A. 1985. Distribution, growth, and feeding of postemergent grayling <i>Thymallus thymallus</i> in an English river. Trans. Am. Fish. Soc. 114(4):525-531.",NA,674
"Brewer, D.T.; Blaber, S.J.M.; Milton, D.A.; Salini, J.P.",1994,NA,"Brewer, D.T.; Blaber, S.J.M.; Milton, D.A.; Salini, J.P. 1994. Aspects of the biology of <i>Caranx bucculentus</i> (Teleostei: Carangidae) from the Gulf of Carpentaria, Australia. Aust. J. Mar. Freshwat. Res. 45(3):413-427.",NA,74
"Nautiyal, P.; Lal, M.S.",1984,NA,"Nautiyal, P.; Lal, M.S. 1984. Food and feeding habits of fingerlings and juveniles of mahseer (<i>Tor putitora</i> Ham.) in Nayar River. J. Bombay Nat. Hist. Soc. 81(3):642-647.",NA,547
"Sehgal, P.",1971,NA,"Sehgal, P. 1971. Food and feeding habits of Mahseer, <i>Tor tor</i> (Hamilton). Res. Bull. Panjab Univ. Vol. 22, No. 22, No. 1 and 2, 253 p.",NA,675
"Desai, V.R.",1970,NA,"Desai, V.R. 1970. Studies on the fishery and biology of <i>Tor tor</i> (Ham.) from River Narmada. I. Food and feeding habits. J. Inland Fish. Soc. India, 2:101-12.",NA,165
"Desai, V.R.",1982,NA,"Desai, V.R. 1982. Studies on fishery and biological aspects of Tor mahseer, <i>Tor tor</i> (Ham.) from River Narmada. PhD. Thesis, Agra University, Agra.",NA,166
"Ferriz, R.A.",1998,NA,"Ferriz, R.A. 1998. Alimentacion de <i>Trichomycterus corduvense</i> Weyenbergh, 1879 (Teleostei: Trichomycteridae) en dos Rios Serranos de San Luis, Argentina. Hidrobiología 8(5):43-49.",NA,208
"Chilton, G.; Martin, K.A.; Gee, J.H.",1984,NA,"Chilton, G.; Martin, K.A.; Gee, J.H. 1984. Winter feeding: an adaptive strategy broadening the niche of the central mudminnow, <i>Umbra limi</i>. Environ. Biol. Fishes 10(3):215-219.",NA,112
"Podgornov, V.S.",1973,NA,"Podgornov, V.S. 1973. Feeding of adult vimba and Danube bleak in natural reservoirs and during long-standing exposure in ponds. Proc. Kaliningrad Tech. Inst. Fish. 44:61-69.",NA,622
"Borutsky, E.B.",1950,NA,"Borutsky, E.B. 1950. Materials on the feeding of yellowfin (<i>Xenocypris macrolepis</i> Bleeker). Trudy Amurskoi Ikhtiologicheskoi Ekspeditsii 1945-1949 gg. Vol. 1. P. 319-330.",NA,72
"Zarbalieva, T.S.",1987,NA,"Zarbalieva, T.S. 1987. Information on the feeding of the kutum, <i>Rutilus frisii kutum</i>, along the western coast of the southern Caspian Sea. J. Ichthyol. 27(4):170-173.",NA,829
"Skora, M.E.; Sapota, M.R.; Skora, K.E.; Pawelec, A.",2012,NA,"Skora, M.E.; Sapota, M.R.; Skora, K.E.; Pawelec, A. 2012. Diet of the twaite shad <i>Alosa fallax</i> (Lacépède, 1803) (Clupeidae) in the Gulf of Gdansk, the Baltic Sea. Oceanological and Hydrobiological Studies 41(3):24-32.",NA,687
"Soares, M.G.M.; Almeida, R.G.; Tunk, W.T.",1986,NA,"Soares, M.G.M.; Almeida, R.G.; Tunk, W.T. 1986. The trophic status of the fish fauna in Lago Camaleao, a macrophyte dominated floodplain lake in the middle Amazon. Amazoniana 9(4):511-526.",NA,691
"Bachok, Z.; Mansor, M.I.; Noordin, R.M.",2004,NA,"Bachok, Z.; Mansor, M.I.; Noordin, R.M. 2004. Diet composition and food habits of demersal and pelagic marine fishes from Terengganu waters, east coast of Peninsular Malaysia. Naga, WorldFish Center Q. 27(3&4):41-47.",NA,43
"Guseva, L.N.",1990,NA,"Guseva, L.N. 1990. Food and feeding ratios of the Amur Snakehead, <i>Channo argus warpachowskii</i> in water bodies in the lower reaches of the Amu Darya. J. Ichthyol. 30(4):11-21.",NA,269
"Crowder, L.B.",1986,NA,"Crowder, L.B. 1986. Ecological and morphological shifts in Lake Michigan fishes: glimpses of the ghost of competition past. Environ. Biol. Fishes 16(1-3):147-157.",NA,138
"Podushko, M.V.",1970,NA,"Podushko, M.V. 1970. Feeding of Amur whitefish <i>Coregonus ussuriensis</i> Berg in the lower Amur. Izv. TINRO 74:146-152.",NA,623
"Colle, D.E.; Shireman, J.V.; Rottman, R.W.",1978,NA,"Colle, D.E.; Shireman, J.V.; Rottman, R.W. 1978. Food selection by grass carp fingerlings in a vegetated pond. Trans. Am. Fish. Soc. 107(1):149-152.",NA,121
"Jørgensen, S.E. (ed.)",1979,NA,"Jørgensen, S.E. (ed.) 1979. Handbook of environmental data and ecological parameters. Int. Soc. Ecol. Modelling. Copenhagen.",NA,350
"Kuznetsova, N.A.",1997,NA,"Kuznetsova, N.A. 1997. Feeding of some planktonophagous fishes in the Sea of Okhotsk during summer period. Izv. TINRO 122:255-275.",NA,415
"Heldal, H.E.; Bogstad, B.; Dolgov, A.V.; Gwynn, J.P.; Teien, H.-C.",2017,NA,"Heldal, H.E.; Bogstad, B.; Dolgov, A.V.; Gwynn, J.P.; Teien, H.-C. 2017. Observations of biota in Stepovogo Fjord, Novaya Zemlya, a former dumping site for radioactive waste. Polar Biology 41(5):115-124.",NA,288
"Nasir, N.A.",2000,NA,"Nasir, N.A. 2000. The food and feeding relationships of the fish communities in the inshore waters of Khor Al-Zubair, northwest Arabian Gulf. Cybium 24(1):89-99.",NA,544
"Elvira, B.; Nicola, G.G.; Almodovar, A.",1996,NA,"Elvira, B.; Nicola, G.G.; Almodovar, A. 1996. Pike and red swamp crayfish: a new case on predator-prey relationship between aliens in central Spain. J. Fish Biol. 48(3):437-446.",NA,194
"Natarajan, A.V.; Jhingran, A.G.",1961,NA,"Natarajan, A.V.; Jhingran, A.G. 1961. Index of preponderance - a method of grading the food elements in the stomach analysis of fishes. Indian J. Fish. 8(1):54-59.",NA,546
"Parrish, J.D.; Norris, J.E.; Callahan, M.W.; Callahan, J.K.; Magarifuji, E.J.; Schroeder, R.E.",1986,NA,"Parrish, J.D.; Norris, J.E.; Callahan, M.W.; Callahan, J.K.; Magarifuji, E.J.; Schroeder, R.E. 1986. Piscivory in a coral reef fish community. p. 285-297. In C.A. Simenstad and G.M. Cailliet (eds.) Contemporary studies on fish feeding. Dr. W. Junk Publishers, Dordrecht, The Netherlands.",NA,606
